
---------- Begin Simulation Statistics ----------
simSeconds                                   0.056545                       # Number of seconds simulated (Second)
simTicks                                  56545287000                       # Number of ticks simulated (Tick)
finalTick                                 56545287000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                    270.97                       # Real time elapsed on the host (Second)
hostTickRate                                208675871                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     704128                       # Number of bytes of host memory used (Byte)
simInsts                                     48413560                       # Number of instructions simulated (Count)
simOps                                       86500554                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   178666                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     319223                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                         56545288                       # Number of cpu cycles simulated (Cycle)
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                        97765543                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                   917801                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                       95023629                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                   8969                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined             12182784                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined          14428240                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                 135                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples            56439211                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               1.683646                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              2.036312                       # Number of insts issued each cycle (Count)
system.cpu.intRegfileReads                  147720458                       # Number of integer regfile reads (Count)
system.cpu.intRegfileWrites                  65812076                       # Number of integer regfile writes (Count)
system.cpu.fpRegfileReads                    10154575                       # Number of floating regfile reads (Count)
system.cpu.fpRegfileWrites                    8327765                       # Number of floating regfile writes (Count)
system.cpu.ccRegfileReads                    19821642                       # number of cc regfile reads (Count)
system.cpu.ccRegfileWrites                   20166517                       # number of cc regfile writes (Count)
system.cpu.miscRegfileReads                  48460042                       # number of misc regfile reads (Count)
system.cpu.miscRegfileWrites                  1835170                       # number of misc regfile writes (Count)
system.cpu.MemDepUnit__0.insertedLoads       22846656                       # Number of loads inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__0.insertedStores      11538648                       # Number of stores inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__0.conflictingLoads      9785232                       # Number of conflicting loads. (Count)
system.cpu.MemDepUnit__0.conflictingStores      2185930                       # Number of conflicting stores. (Count)
system.cpu.MemDepUnit__1.insertedLoads              0                       # Number of loads inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__1.insertedStores             0                       # Number of stores inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__1.conflictingLoads            0                       # Number of conflicting loads. (Count)
system.cpu.MemDepUnit__1.conflictingStores            0                       # Number of conflicting stores. (Count)
system.cpu.MemDepUnit__2.insertedLoads              0                       # Number of loads inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__2.insertedStores             0                       # Number of stores inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__2.conflictingLoads            0                       # Number of conflicting loads. (Count)
system.cpu.MemDepUnit__2.conflictingStores            0                       # Number of conflicting stores. (Count)
system.cpu.MemDepUnit__3.insertedLoads              0                       # Number of loads inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__3.insertedStores             0                       # Number of stores inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__3.conflictingLoads            0                       # Number of conflicting loads. (Count)
system.cpu.MemDepUnit__3.conflictingStores            0                       # Number of conflicting stores. (Count)
system.cpu.branchPred.lookups                 7655465                       # Number of BP lookups (Count)
system.cpu.branchPred.condPredicted           2832612                       # Number of conditional branches predicted (Count)
system.cpu.branchPred.condIncorrect            146499                       # Number of conditional branches incorrect (Count)
system.cpu.branchPred.BTBLookups              4338614                       # Number of BTB lookups (Count)
system.cpu.branchPred.BTBHits                 4335864                       # Number of BTB hits (Count)
system.cpu.branchPred.BTBHitRatio            0.999366                       # BTB Hit Ratio (Ratio)
system.cpu.branchPred.RASUsed                 1592448                       # Number of times the RAS was used to get a target. (Count)
system.cpu.branchPred.RASIncorrect                  9                       # Number of incorrect RAS predictions. (Count)
system.cpu.branchPred.indirectLookups            6160                       # Number of indirect predictor lookups. (Count)
system.cpu.branchPred.indirectHits               4019                       # Number of indirect target hits. (Count)
system.cpu.branchPred.indirectMisses             2141                       # Number of indirect misses. (Count)
system.cpu.branchPred.indirectMispredicted          623                       # Number of mispredicted indirect branches. (Count)
system.cpu.commit.commitSquashedInsts        12179188                       # The number of squashed insts skipped by commit (Count)
system.cpu.commit.commitNonSpecStalls          917666                       # The number of times commit has been forced to stall to communicate backwards (Count)
system.cpu.commit.branchMispredicts            146520                       # The number of times a branch was mispredicted (Count)
system.cpu.commit.numCommittedDist::samples     54850830                       # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::mean     1.577014                       # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::stdev     2.393579                       # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::underflows            0      0.00%      0.00% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::0        26664815     48.61%     48.61% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::1        11986688     21.85%     70.47% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::2         4424279      8.07%     78.53% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::3         3724126      6.79%     85.32% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::4         1017496      1.86%     87.18% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::5         1289297      2.35%     89.53% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::6          488049      0.89%     90.42% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::7         1000473      1.82%     92.24% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::8         4255607      7.76%    100.00% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::overflows            0      0.00%    100.00% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::min_value            0                       # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::max_value            8                       # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::total     54850830                       # Number of insts commited each cycle (Count)
system.cpu.commit.instsCommitted             48413560                       # Number of instructions committed (Count)
system.cpu.commit.opsCommitted               86500554                       # Number of ops (including micro ops) committed (Count)
system.cpu.commit.memRefs                    30064843                       # Number of memory references committed (Count)
system.cpu.commit.loads                      19316000                       # Number of loads committed (Count)
system.cpu.commit.amos                              0                       # Number of atomic instructions committed (Count)
system.cpu.commit.membars                           0                       # Number of memory barriers committed (Count)
system.cpu.commit.branches                    6508446                       # Number of branches committed (Count)
system.cpu.commit.vectorInstructions                0                       # Number of committed Vector instructions. (Count)
system.cpu.commit.floating                   10299427                       # Number of committed floating point instructions. (Count)
system.cpu.commit.integer                    79289823                       # Number of committed integer instructions. (Count)
system.cpu.commit.functionCalls               1585658                       # Number of function calls committed. (Count)
system.cpu.commit.committedInstType_0::No_OpClass      1587379      1.84%      1.84% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::IntAlu     49848165     57.63%     59.46% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::IntMult         1915      0.00%     59.46% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::IntDiv        35091      0.04%     59.51% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatAdd      2102037      2.43%     61.94% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatCmp            0      0.00%     61.94% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatCvt       262432      0.30%     62.24% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatMult       262144      0.30%     62.54% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatMultAcc            0      0.00%     62.54% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatDiv            0      0.00%     62.54% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatMisc            0      0.00%     62.54% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatSqrt            0      0.00%     62.54% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdAdd         6484      0.01%     62.55% # Class of committed instruction (Count)
